angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.07,0.19,"[590, 87, 173, 233]","[625, 477, 46, 56]",0.0,0.01,0.05,0.06,0.0,0.03,0.68,0.1,0.2,0.5,0.0,0.1
0.07,0.17,"[590, 87, 173, 233]","[625, 477, 46, 57]",0.0,0.02,0.05,0.07,0.0,0.03,0.67,0.08,0.2,0.56,0.0,0.09
0.11,,"[592, 91, 169, 230]",,0.0,,0.08,,0.0,,0.53,,0.28,,0.0,
0.04,,"[596, 93, 167, 223]",,0.0,,0.16,,0.0,,0.55,,0.24,,0.01,
0.01,,"[597, 93, 167, 223]",,0.0,,0.1,,0.0,,0.57,,0.31,,0.01,
0.02,,"[595, 92, 169, 225]",,0.0,,0.1,,0.0,,0.61,,0.26,,0.01,
0.02,,"[423, 71, 173, 220]",,0.0,,0.0,,0.0,,0.92,,0.05,,0.0,
0.05,,"[428, 70, 171, 219]",,0.0,,0.02,,0.0,,0.83,,0.08,,0.02,
0.04,,"[429, 72, 166, 214]",,0.0,,0.01,,0.0,,0.79,,0.16,,0.01,
0.1,,"[428, 71, 168, 218]",,0.0,,0.01,,0.0,,0.67,,0.21,,0.01,
0.15,,"[428, 71, 169, 219]",,0.0,,0.02,,0.0,,0.57,,0.25,,0.01,
0.11,,"[432, 67, 168, 224]",,0.0,,0.04,,0.0,,0.43,,0.41,,0.01,
0.08,,"[432, 73, 170, 219]",,0.0,,0.03,,0.0,,0.51,,0.37,,0.0,
0.1,,"[432, 73, 170, 220]",,0.0,,0.03,,0.0,,0.46,,0.4,,0.0,
0.09,,"[431, 73, 174, 221]",,0.0,,0.03,,0.0,,0.61,,0.27,,0.0,
0.06,,"[436, 76, 170, 216]",,0.0,,0.01,,0.0,,0.52,,0.41,,0.0,
0.19,,"[440, 70, 167, 220]",,0.0,,0.03,,0.0,,0.49,,0.28,,0.0,
0.1,,"[441, 78, 169, 218]",,0.0,,0.04,,0.0,,0.41,,0.45,,0.0,
0.11,,"[440, 78, 170, 218]",,0.0,,0.03,,0.0,,0.42,,0.44,,0.0,
0.08,,"[441, 72, 170, 227]",,0.0,,0.01,,0.0,,0.84,,0.07,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 172, 229]",,0.0,,0.0,,0.0,,0.88,,0.06,,0.0,
0.05,,"[441, 71, 172, 229]",,0.0,,0.0,,0.0,,0.88,,0.06,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.85,,0.1,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.1,,0.0,
0.06,,"[442, 72, 170, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 230]",,0.0,,0.01,,0.0,,0.83,,0.12,,0.0,
0.04,,"[440, 71, 173, 230]",,0.0,,0.01,,0.0,,0.83,,0.12,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.1,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.05,,"[441, 71, 171, 229]",,0.0,,0.0,,0.0,,0.84,,0.11,,0.0,
0.06,,"[441, 72, 171, 228]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
